0			10			0			0
1			12			0			0
2			14			0			0
3			16			0			0
4			19			0			0
5			22			0			0
6			26			0			0
7			31			0			0
8			37			0			0
9			44			0			0
10			52			0			0
11			62			2			1
12			74			4			2
13			88			6			5
14			105			11			7
15			126			18			12
16			151			35			25
17			181			63			42
18			217			107			76
19			260			173			126
20			312			297			216
21			374			518			380
22			448			877			653
23			537			1619			1163
